072303801,Mengapa Nabi Ayyub dipanggil untuk memenuhi sumpahnya dengan memukul isterinya?,Kerana isterinya menasihati Nabi Ayyub untuk mencari bantuan daripada selain Allah dalam menyembuhkan penyakitnya,Kerana isterinya melarangnya daripada bersabar dalam menghadapi ujian yang diberikan oleh Allah,Kerana isterinya terlalu banyak mengeluh tentang kesakitan Nabi Ayyub,Kerana isterinya menolak untuk membantunya dalam menjalani pengubatan yang direkomendasikan oleh Nabi Ayyub
082303801,Apa pengajaran yang dapat dipetik dari kesabaran Nabi Ayyub dalam menghadapi ujian yang berat?,Kekuatan diri yang sebenar hanya datang dari Allah,Pentingnya bergantung kepada perubatan moden,Kehidupan akan selalu bebas dari ujian,Kebencian kepada Allah ketika diuji adalah wajar
092303801,Bagaimana Nabi Ayyub menunjukkan kesabaran dan kepatuhan kepada Allah dalam menghadapi ujian yang berat?,Dengan terus bersabar dan berdoa kepada Allah meskipun menderita penyakit yang parah,Dengan meninggalkan ibadah kepada Allah dan mencari pertolongan dari makhluk lain,Dengan mengeluh kepada Allah tentang ujian yang diberikan kepadanya,Dengan memutuskan hubungan dengan keluarganya yang meninggalkannya dalam kesengsaraan
102303801,Mengapa Allah memberikan ujian kepada Nabi Ayyub?,Kerana Allah ingin menguji keimanan Nabi Ayyub,Kerana Nabi Ayyub melakukan dosa yang besar,Kerana Nabi Ayyub kurang beribadah kepada Allah,Kerana Allah ingin menghukum Nabi Ayyub atas kesalahannya
012303901,Apa yang ditunjukkan oleh Surah Az-Zumar tentang sumber Al-Quran?,Al-Quran diturunkan langsung oleh Allah,Al-Quran diturunkan oleh Rasulullah,Al-Quran berasal dari sumber-sumber yang berbeza,Al-Quran adalah hasil karya manusia
022303901,"Apa yang dimaksudkan dengan ""mentauhidkan Allah dalam ibadah dan doa""?",Menyembah Allah dalam segala perbuatan ibadah dan doa,Mengakui keberadaan Tuhan tanpa melakukan ibadah atau doa,Melakukan ibadah kepada berhala dan menyembah Allah,Menyembah Allah tetapi melakukan doa kepada makhluk lain
032303901,"Apakah maksud ""azizil hakim""?",Maha Perkasa dan Maha Bijaksana,Maha Kuasa dan Lebih Kuasa dari manusia,Maha Berkuasa dan Tidak Berkuasa,Maha Pemurah dan Maha Pengasih
042303901,Apakah hukum tawasul?,Dilarang kerana merupakan perbuatan syirik,Dibolehkan kerana bertujuan untuk mendekatkan diri kepada Allah,Dibolehkan dengan syarat hanya menggunakan Nabi Muhammad sebagai perantara,Dibolehkan tetapi dengan mengamalkan tawasul kepada wali-wali yang benar
052303901,Apa yang menjadi larangan Allah terhadap perbuatan tawasul?,Mengambil selain Allah sebagai wali-wali dan menyeru kepada mereka untuk mendekatkan diri kepada Allah,Mengabaikan syariat Islam dan mengikut pandangan manusia,Menggunakan perantaraan untuk berdoa kepada Allah tanpa minta ampun,Mempunyai anak angkat untuk membantu dalam urusan pentadbiran alam
062303901,Apakah yang dijadikan alasan oleh orang-orang yang mengambil selain dari Allah sebagai pelindung dan penolong?,Untuk mendekatkan diri kepada Allah,Untuk memperoleh kekuatan dunia,Untuk menunjukkan kesetiaan kepada pemerintah,Untuk mengelakkan dari azab neraka
072303901,Apakah yang menjadi hukuman bagi mereka yang terlibat dalam syirik menurut Surah Az-Zumar?,Dikategorikan sebagai orang kafir,Diberikan keampunan tanpa syarat,Diberi tempoh untuk bertaubat,Akan mendapat hidayah petunjuk
082303901,"Apakah maksud ""ihsan""?",Berbuat baik dengan ikhlas,Keinginan untuk kaya,Menjadi kaya dengan cara yang halal,Mengambil hak orang lain
092303901,Apa amalan yang dianjurkan oleh Allah bagi orang-orang yang beriman?,Bertaqwa kepada Allah,Berlumba-lumba dalam mencari harta dunia,Meninggalkan solat,Tidak melakukan apa-apa
102303901,Apa yang akan diberikan kepada orang yang sabar dalam amal ibadah mereka?,Pahala tanpa hisab,Kekayaan tanpa batasan,Keselamatan dari segala musibah,Kemenangan dalam dunia
012404001,Apakah yang dibawa oleh Nabi Musa kepada Firaun dan pengikutnya?,Wahyu dan mukjizat yang jelas nyata,Harta benda yang berlimpah,Hukum-hukum dan peraturan baru,Buku-buku suci dari generasi sebelumnya
022404001,Siapakah yang menyatakan Nabi Musa sebagai tukang sihir dan pendusta?,"Firaun, Haman, dan Qarun",Kaum Bani Israil,Para rasul,Orang-orang kafir dari Mekah
032404001,Mengapa Firaun dan pengikutnya mengarahkan untuk membunuh anak-anak lelaki Bani Israil?,Kerana mereka menganggap anak-anak lelaki itu sebagai ancaman kepada kekuasaan mereka,Untuk mengurangkan populasi Bani Israil,Kerana mereka tidak suka dengan kehadiran orang-orang beriman,Kerana mereka ingin mendapatkan harta benda milik Bani Israil
0424034001,Firaun ingin membunuh Nabi Musa kerana:,Firaun risau akan Nabi Musa yang akan mengubah agama penduduk Mesir,Nabi Musa telah membawa ajaran yang baru dan telah dikenal sebelumnya,Firaun merasa terancam dengan keberhasilan dakwah Nabi Musa,Firaun ingin menguji kekuatan Tuhan Nabi Musa dengan mengancam akan membunuhnya
052404001,"Berdasarkan kisah lelaki Mukmin dari keluarga Firaun dalam Surah Ghafir, apakah hujah beliau untuk menentang tindakan membunuh Nabi Musa?",Beliau mengingatkan bahawa membunuh Nabi Musa akan menimbulkan fitnah dan kemungkinan akan menimbulkan akibat yang tidak diingini,Beliau menyatakan bahawa Nabi Musa tidak bersalah dan tidak melakukan sebarang kesalahan yang memerlukan hukuman mati,Beliau berpendapat bahawa Nabi Musa sepatutnya diberi peluang untuk berdakwah kepada kaumnya tanpa gangguan,Beliau mencadangkan agar Nabi Musa dan kaumnya dihukum dengan cara lain yang lebih ringan daripada hukuman mati
062404001,Apakah yang dilakukan lelaki Mukmin dari keluarga Firaun?,Dia mempertahankan Nabi Musa dan menyuarakan kebenaran,Dia menyembunyikan imannya dan membenarkan tindakan Firaun,Dia membantu Firaun dalam merancang untuk membunuh Nabi Musa,Dia menentang Nabi Musa dan mendukung Firaun sepenuhnya
072404001,Mengapa lelaki Mukmin dari keluarga Firaun meminta agar Nabi Musa tidak dibunuh?,Kerana dia percaya Nabi Musa membawa kebenaran dari Tuhan,Kerana dia tidak mahu Firaun terlibat dalam dosa membunuh seorang Nabi,Kerana dia berasa kasihan kepada Nabi Musa,Kerana dia ingin melindungi kedudukan keluarganya dalam kerajaan
082404001,Apa tindakan Nabi Musa ketika dia diancam oleh Firaun?,Memohon kepada Allah untuk pertolongan,Berperang membela diri,Bersembunyi dari Firaun,Mencari perlindungan dari bangsanya
092404001,Apakah yang akan dilakukan oleh manusia pada Hari Pengadilan?,Melarikan diri,Beristirahat,Berdoa,Menghadapi dengan berani
102404001,Apakah yang akan terjadi pada Hari Kiamat?,Manusia akan berpaling undur melarikan diri,Manusia akan terus hidup secara kekal,Manusia akan dipanggil ke Syurga,Manusia akan mendapat balasan syurga atau neraka secara langsung
012404101,"Apa yang dimaksudkan dengan ""zakat"" dalam konteks ayat di bawah ini?“Iaitu orang-orang yang tidak memberi zakat (untuk membersihkan jiwa dan harta bendany dan mereka pula kufur ingkar akan adanya hari akhirat”",Membersihkan hati dari syirik kepada Allah,Zakat harta,Zakat fitrah,Sedekah
022404101,Apa yang menjadi ganjaran bagi orang yang beriman dan mengerjakan amal soleh?,Pahala yang tidak putus-putus,Pahala yang diberikan setelah dibangkitkan kembali di akhirat,Kekalahan di dunia dan di akhirat,Penderitaan dan kesengsaraan
032404101,Berapa jumlah masa yang Allah gunakan untuk mencipta bumi dan segala isinya?,Empat masa,Dua masa,Enam masa,Delapan masa
042404101,Apakah sikap orang-orang kafir terhadap tanda-tanda kekuasaan Allah?,Mereka mengingkari tanda-tanda itu,Mereka menghargainya,Mereka bimbang dengan tanda-tanda itu,Semua jawapan adalah benar
052404101,Apakah hukuman yang diberikan kepada kaum Aad seperti yang dinyatakan dalam Surah Fussilat?,Ribut kencang,Banjir besar,Gempa bumi,Hujan batu
062404101,Apa akibat dari keengganan kaum Aad untuk menerima petunjuk Allah?,Mereka ditimpa oleh bencana yang dahsyat,Mereka memperoleh kemenangan yang besar,Mereka menemukan kebahagiaan sejati,Mereka mendapat tempat tinggal yang nyaman di syurga
072404101,Apakah jenis hukuman yang diterima oleh kaum Tsamud?,Angin ribut,Banjir besar,Gempa bumi,Hujan batu
082404101,Apa yang Allah janjikan kepada kaum yang bertakwa?,Mereka akan dimasukkan ke dalam syurga,Mereka akan hidup dengan kemewahan dunia,Mereka akan mendapat kekayaan dan kekuasaan,Mereka akan mendapat kedudukan yang tinggi di dunia
092404101,"Mengapa azab yang diberikan kepada kaum Tsamud disebut sebagai ""azab yang menghinakan""?",Kerana mereka menolak hidayah dan memilih kegelapan,Kerana mereka telah membunuh Nabi mereka,Kerana mereka tidak dapat menahan angin ribut,Kerana mereka tidak memiliki air minum yang cukup
102404101,Apakah pengajaran yang dapat diambil dari kisah kaum Aad dan Tsamud?,Kekuatan dan kelebihan dunia tidak memastikan kebahagiaan akhirat,Kezaliman dan kejahatan akan membawa kebaikan, Ketaatan kepada Allah tidak penting,Kekuatan dan kelebihan dunia merupakan tujuan utama hidup
012504201,Apakah yang dinyatakan oleh Surah Asy-Syura tentang orang-orang yang bersifat sombong?,Mereka akan dimasukkan ke dalam neraka,Mereka mendapat tempat terhormat di sisi Allah,Mereka mendapat perlindungan dari bencana,Mereka akan diampuni dosa-dosanya
022504201,Mengapa amalan bidaah disebut sebagai syirik?,Kerana ia menambah syariat yang baru dalam agama,Kerana ia melibatkan penyembahan berhala,Kerana ia hanya dilakukan untuk faedah di dunia,Kerana ia sama dengan ajaran Nabi Muhammad SAW
032504201,"Apa yang dimaksudkan dengan ""harapan seorang mukmin yang benar""?",Mengharapkan pahala dan kebaikan di akhirat,Mengharapkan kekayaan dan kemewahan di dunia,Mengharapkan pujian dan penghargaan dari manusia,Mengharapkan kehidupan yang panjang dan sejahtera di dunia
042504201,Apakah hukum dalam Islam tentang meminta upah dalam mengajar agama?,Dilarang,Harus,Sunat,Makruh
052504201,Mengapa Allah melarang meminta upah dalam mengajar agama?,Untuk menjaga kesucian agama,Untuk mendorong umat Islam bekerja,Untuk memastikan keadilan dalam masyarakat,Untuk menghormati guru-guru agama
062504201,Apakah ancaman bagi mereka yang meminta upah dalam mengajar agama?,Azab di akhirat,Azab di dunia,Diterima oleh umat Islam,Tidak ada ancaman
072504201,Apakah tindakan yang dianjurkan untuk para guru agama?,Mengajar tanpa mengharapkan balasan,Memperoleh pendapatan lain,Menerima hadiah dari murid-murid,Meminta upah yang tinggi
082504201,Apakah balasan yang diberikan kepada orang-orang yang mempersekutukan Allah?,Mereka diberi kehinaan,Mereka diberi petunjuk,Mereka dibiarkan,Mereka diberi kekuatan
092504201,Apakah yang ditekankan oleh Allah tentang beribadah kepada-Nya?,Kesucian hati dalam ibadah,Kekuatan dalam ibadah,Sombong dalam melakukan ibadah,Konsistensi dalam ibadah
102504201,"Apa yang dimaksudkan dengan ""Atas apa yang telah diberikan (pemberian Allah) kepada mereka""?",Kekayaan,Kebijaksanaan,Kesihatan,Kekuatan
012504301,Apakah yang menjadi tanda bahawa Hari Kiamat sudah dekat?,Penurunan Nabi Isa,Penurunan Nabi Muhammad,Penurunan Nabi Musa,Penurunan Nabi Ibrahim
022504301,"Apakah yang dimaksudkan dengan ""ketika Nabi Isa datang dengan membawa keterangan-keterangan yang nyata""?",Baginda membawa mukjizat sebagai bukti kenabian,Baginda membawa tafsiran baru tentang Taurat,Baginda membawa hukum baru dalam agama,Baginda membawa perubahan dalam agama
032504301,Apakah yang menjadi fokus utama syaitan?,Menghalang manusia dari jalan yang benar,Mengajak manusia kepada kebaikan,Membantu manusia dalam kebaikan,Membimbing manusia kepada kebenaran
042504301,Apakah yang akan menimpa golongan yang tidak bertaqwa kepada Allah?,Azab seksa yang pedih di akhirat,Kejayaan di dunia,Keselamatan dari segala musibah,Pahala yang besar di akhirat
052504301,Apakah yang disebutkan dalam Surah Az-Zukhruf tentang kematian?,Ia akan datang secara mengejut,Ia akan datang secara perlahan,Ia akan datang dengan jelas,Ia akan datang dengan penuh kesusahan
062504301,"Apakah akibat bagi mereka yang melakukan dosa, khususnya dosa syirik?",Mereka akan kekal selama-lamanya dalam seksaan Neraka,Mereka akan diampuni dan diberi masuk ke Syurga,Mereka akan diberi peluang lain untuk bertaubat,Mereka akan menghadapi seksaan sementara di Neraka
072504301,Mengapa orang yang zalim menghadapi seksaan di Neraka?,Kerana mereka menganiaya diri sendiri,Kerana Allah suka menyeksa mereka,Kerana mereka suka melakukan dosa,Kerana mereka tidak tahu akibatnya
082504301,Apakah yang ditekankan mengenai pengetahuan Allah?,Allah mendengar rahsia dan perbualan peribadi,Allah hanya mendengar perbualan awam,Allah tidak mengetahui tindakan manusia,Pengetahuan Allah terhad
092504301,"Siapakah ""Malik"" yang disebut dalam ayat 77 Surah Az-Zukhruf?",Salah satu nama bagi malaikat penjaga neraka,Nama lain bagi syaitan,Gelaran bagi seorang nabi,Seorang penyembah berhala yang terkenal
102504301,"Dalam Surah Az-Zukhruf, Allah mempersoalkan apakah yang dilakukan oleh orang-orang kafir?",Menolak petunjuk yang diberikan,Berdoa kepada Allah,Mengakui kesilapan mereka,Mengabdikan diri kepada peribadatan palsu
012504401,"Apa yang dimaksudkan oleh ""Al-Quran yang jelas"" dalam ayat 2 Surah Ad-Dukhan?",Al-Quran yang menyatakan kebenaran dengan jelas,Al-Quran yang sulit difahami,Al-Quran yang bersifat samar,Al-Quran yang tersembunyi maknanya
022504401,Pada malam apakah Al-Quran diturunkan?,Malam Lailatul Qadr,Malam Isra' Mi'raj,Malam Nisfu Sya'ban,Malam pertama bulan Ramadan
032504401,Mengapa Allah menyampaikan rahmat-Nya?,Sebagai kasih sayang kepada hamba-Nya,Sebagai hukuman kepada manusia,Untuk memudahkan urusan manusia,Sebagai peringatan dan amaran
042504401,Apakah kesan sikap manusia yang masih tenggelam dalam keraguan terhadap fahaman tauhid?,Mereka bermain-main dengan perkara agama,Mereka menyembah Allah dengan ikhlas,Mereka terus mencari kebenaran tanpa bermain-main,Mereka berlumba-lumba untuk mendapatkan keampunan
052504401,Bagaimanakah keadaan manusia ketika salah satu tanda-tanda hari kiamat muncul?,Mereka diselubungi oleh asap yang tebal,Mereka dalam keadaan berpuasa,Mereka dalam keadaan berdoa dengan khusyuk,Mereka dalam keadaan gembira
062504401,Apakah permintaan utama mereka ketika tanda-tanda kiamat menimpa?,Meminta agar diselamatkan dari bala,Meminta hujan turun,Meminta supaya diampunkan dosa-dosa mereka,Meminta agar dijauhkan dari golongan musyrik
072504401,Apa tuduhan yang mereka lemparkan kepada Nabi Muhammad?,Bahawa baginda adalah seorang yang gila,Bahawa baginda adalah seorang pemimpin yang adil,Bahawa baginda adalah seorang yang bijak dan pandai,Bahawa baginda adalah seorang yang suci
082504401,Apa yang Allah janjikan kepada mereka setelah mereka berdoa untuk diangkatkan azab?,Azab itu akan diangkat untuk sementara waktu,Azab itu akan diperpanjang,Azab itu akan dipercepatkan,Azab itu akan ditambah beratnya
092504401,Apakah yang akan dilakukan kepada ahli neraka setelah mereka diseret ke tengah neraka?,Mereka akan dicurahkan air panas yang mendidih ke atas kepala mereka,Mereka akan diberikan buah Zaqqum untuk dimakan,Mereka akan diberi minuman yang menyegarkan,Mereka akan diperli dan dihina
102504401,Mengapa mereka yang musyrik tidak akan beriman walaupun azab itu diangkat dari mereka?,Kerana mereka tidak akan menerima peringatan meskipun telah diberikan kepada mereka,Kerana mereka telah dijanjikan oleh Allah kekayaan dan kemewahan,Kerana mereka terlalu sibuk dengan kesenangan dunia,Kerana mereka tidak akan pernah merasakan kekurangan atau kesusahan
012504501,Mengapa orang-orang kafir tidak menerima petunjuk dari Allah?,Kerana mereka terlalu sombong untuk menerima kebenaran,Kerana mereka tidak mahu beriman kepada Rasulullah,Kerana mereka tidak memahami ajaran agama,Kerana mereka tidak mampu mencari petunjuk
022504501,Apa yang ditakuti oleh orang-orang kafir pada hari kiamat?,Seksaan yang pedih,Kehilangan harta dan kekayaan,Diingkari oleh orang-orang mukmin,Dipisahkan dari keluarga dan sahabat
032504501,Mengapa mereka yang menjadikan ayat-ayat Allah ejek-ejekan akan menerima azab yang menghinakan?,Kerana mereka membuat lawak dengan ayat-ayat tersebut dan menolak untuk menerimanya,Kerana mereka tidak faham maksud ayat-ayat tersebut,Kerana mereka tidak pernah mendengar ayat-ayat tersebut,Kerana mereka tidak menyukai cara bacaan ayat-ayat tersebut
042504501,Apa kesudahan yang menanti mereka yang menolak ayat-ayat Allah?,Mereka akan dihadapkan dengan neraka Jahannam,Mereka akan diberi pahala yang besar di akhirat,Mereka akan diberi pangkat yang tinggi di syurga,Mereka akan hidup dalam kebahagiaan abadi
052504501,Apa tindakan yang seharusnya diambil oleh orang-orang yang mendengar ayat-ayat Allah?,Mereka seharusnya bersyukur kepada Allah dan memikirkannya dengan teliti,Mereka seharusnya mencari kesalahan dalam ayat-ayat tersebut,Mereka seharusnya menolak ayat-ayat tersebut dengan keras,Mereka seharusnya membuat lawak dengan ayat-ayat tersebut
062504501,Apa yang dimaksudkan dengan menjadikan nafsu sebagai ilah?,Menolak wahyu dan mengikuti hawa nafsu,Menjalankan perintah Allah dengan ikhlas,Menghormati orang tua dan guru,Menunaikan ibadah dengan tekun
072504501,Apa yang dikatakan orang-orang yang hanya memperhatikan kehidupan dunia?,Mereka tidak percaya kepada adanya kehidupan setelah mati,Mereka menolak keberadaan Allah,Mereka hanya mematuhi perintah agama secara selektif,Mereka menantang kebenaran yang disampaikan oleh para nabi
082504501,Apa yang dilakukan oleh orang-orang yang menolak kebangkitan setelah mati?,Mereka mencari hujah untuk menyangkalnya,Mereka melakukan amal ibadah dengan tekun,Mereka mencari petunjuk dari para nabi,Mereka berusaha meningkatkan iman mereka
092504501,"Apa yang ditegaskan oleh ayat ""Allah yang menghidupkan kamu, kemudian Dia akan mematikan kamu""?",Allah memiliki kuasa penuh atas kehidupan dan kematian,Kehidupan setelah mati adalah fakta yang pasti,Manusia hanya hidup dan mati dalam lingkungan dunia,Manusia berhak untuk menentukan nasib mereka sendiri
102504501,Apakah perumpamaan orang yang mendustakan ayat-ayat Allah?,Orang yang buta dan pekak,Orang yang berpegang kepada petunjuk Allah,Orang yang bersyukur kepada Allah,Orang yang berakal dan bijaksana
012604601,Apa tindakan yang akan diambil terhadap mereka yang menyeru sesuatu yang lain dari Allah?,Makhluk yang disembah akan menjadi musuh mereka,Mereka akan diberi keampunan oleh Allah,Mereka akan mendapat bantuan dari makhluk yang disembah,Makhluk yang disembah akan mengakui penyembahan mereka
022604601,Apakah reaksi orang kafir Mekah terhadap ayat-ayat Al-Quran yang dibacakan kepada mereka?,Mereka mengatakan Al-Quran sebagai sihir yang nyata,Mereka mengakui kebenaran Al-Quran,Mereka beriman kepada Nabi Muhammad SAW,Mereka tidak memberi reaksi dan tidak peduli
032604601,Apa peranan utama Nabi Muhammad sebagai seorang Rasul?,Memberi amaran dan menyampaikan wahyu dengan jelas,Meramal masa depan umatnya,Menunjukkan perkara-perkara ghaib kepada umatnya,Menciptakan ayat-ayat Al-Quran
042604601,Apa balasan bagi mereka yang tetap teguh dengan keimanan dan melakukan amal soleh?,Mereka akan kekal abadi di syurga,Mereka akan dimasukkan ke dalam neraka,Mereka akan diberikan kehidupan yang berlimpah di dunia,Mereka akan menjadi orang yang paling mulia di dunia
052604601,Apakah nama kitab yang disebut dalam ayat 12 yang dijadikan panduan dan rahmat bagi Bani Israil?,Taurat,Injil,Zabur,Al-Quran
062604601,Apakah peringatan utama yang disampaikan oleh Nabi Hud kepada kaumnya?, Jangan menyembah berhala,Jangan makan riba,Jangan melakukan zina,Jangan membunuh
072604601,Apakah tindakan kaum Aad setelah mendengar peringatan Nabi Hud?,Menolak dan menentang peringatan,Menerima Islam,Meninggalkan negeri mereka,Meminta maaf dan bertaubat
082604601,Apakah reaksi kaum Aad ketika melihat awan mendekat ke lembah-lembah mereka?,Mereka bersuka cita dan mengharapkan hujan,Mereka bersujud dan berdoa kepada Allah,Mereka bertawakal kepada Allah,Mereka merasakan ancaman dan mengingati Allah
092604601,Apa yang sebenarnya dibawa oleh awan yang mendekat ke kaum Aad?,Azab yang ditunggu-tunggu, Hujan yang membawa kebaikan,Angin yang membawa bau wangi,Bencana alam yang tidak berbahaya
102604601,Apa yang tinggal daripada kaum Aad setelah azab Allah menimpa mereka?,Hanya tempat tinggal mereka yang telah dihancurkan,Kota yang megah,Manusia yang beriman dan taat,Tidak ada yang tinggal
012604701,Apakah yang menjadi perbezaan utama antara orang kafir dan orang mukmin?,"Orang kafir mengikuti yang bathil, sedangkan orang mukmin mengikuti yang haq dari Tuhan mereka","Orang kafir mengikuti yang benar, sedangkan orang mukmin mengikuti yang salah","Orang kafir memperbaiki keadaan mereka, sedangkan orang mukmin tidak memperbaiki keadaan mereka","Orang kafir tidak memiliki kesalahan, sedangkan orang mukmin memiliki banyak kesalahan"
022604701,"Apa yang dimaksudkan dengan ""bathil""?",Kesesatan,Kebenaran dari Allah,Jalan yang benar,Keadilan
032604701,Apa yang dijanjikan oleh Allah bagi orang mukmin yang beriman dan beramal soleh?,Pengampunan dosa-dosa mereka,Kekalahan dalam kehidupan dunia,Kemunduran keadaan mereka,Keburukan dan kehancuran
042604701,Apakah yang menjadi ganjaran bagi orang-orang kafir yang menentang kebenaran dan menghalang orang lain dari beriman?,Musnahnya amalan-amalan mereka,Pengampunan dan rahmat Allah,Kesempurnaan amalan-amalan mereka,Kejayaan dan kemajuan dalam kehidupan dunia
052604701,Apakah tiga pilihan yang diberikan kepada orang-orang kafir di medan perang?,"Memeluk agama Islam, membayar jizyah, atau berperang dengan umat Islam","Menyerah tanpa syarat, membayar tebusan, atau meninggalkan medan perang","Berdamai dengan umat Islam, keluar dari wilayah perang, atau memberi harta kepada umat Islam","Melawan hingga mati, bersembunyi, atau meminta perlindungan kepada umat Islam"
062604701,Apa yang akan Allah lakukan kepada orang-orang yang syahid pada jalan-Nya?,Allah tidak akan menyia-nyiakan amal mereka,Mereka akan dimasukkan ke dalam syurga tanpa dihisab,Allah akan memberi mereka pahala besar di dunia,Mereka akan kekal dalam alam kubur tanpa ujian
072604701,Apakah tindakan yang hendak dilakukan setelah berhasil mengalahkan musuh di medan perang?,Menawan mereka dan membebaskan setelah perang berakhir,Membebaskan mereka tanpa syarat,Menerima tebusan dari mereka,Membunuh mereka tanpa keampunan
082604701,"Apa yang dimaksudkan dengan ""meneguhkan kakimu"" dalam ayat 7?“Hai orang-orang mukmin, jika kamu menolong (agam Allah, nescaya Dia akan menolongmu dan meneguhkan kakimu”",Menguatkan pendirian dalam agama,Meningkatkan daya tahan fisik,Memberikan dukungan moral,Menjadikan hati teguh
092604701,Siapakah yang menjadi penghuni jannah?,Orang yang melakukan amalan soleh,Orang yang kaya,Orang yang memiliki kedudukan tinggi,Orang yang memiliki banyak harta
102604701,Apakah amaran Allah kepada orang kafir yang ingkar terhadap wahyu?,Allah akan membinasakan mereka dan memberi mereka azab,Allah akan memberikan mereka kesenangan di dunia,Allah akan memberi mereka balasan yang baik,Allah akan mengampunkan dosa mereka
012604801,"Apa yang dimaksudkan dengan ""kemenangan yang nyata"" dalam ayat 1?“Sesungguhnya Kami telah memberikan kepadamu kemenangan yang nyata,”",Perjanjian Hudaibiyah,Kemenangan dalam peperangan,Penyerahan Mekah kepada Nabi Muhammad,Penyebaran Islam setelah Perjanjian Hudaibiyah
022604801,Apakah yang dimaksudkan dengan Bai’at Ridwan?,Bai’at untuk membalas dendam di atas kematian Saidina Uthman,Bai’at untuk memperoleh kemenangan dalam peperangan,Bai’at untuk memperoleh kejayaan dalam urusan agama,Bai’at untuk memastikan kesetiaan kepada Rasulullah
032604801,Mengapa para sahabat melakukan bai'ah di bawah pohon Samurah di Hudaibiyah?,Sebagai tanda taat setia kepada Rasulullah,Untuk menyelamatkan diri daripada bahaya,Untuk memperoleh keberkatan dalam perjuangan,Sebagai syarat untuk membalas dendam
042604801,Apa ancaman bagi mereka yang memutuskan bai'ah mereka?,Menanggung akibat terhadap diri sendiri,Mendapat kemenangan dalam urusan agama,Menghadapi kegagalan dalam perjuangan,Tidak akan mendapat pahala dari Allah
052604801,Apa alasan yang diberikan oleh golongan Badwi yang tidak menyertai rombongan Rasulullah ke Hudaibiyah?,Harta dan keluarga mereka menghalang mereka,Mereka tidak mempunyai wang untuk berangkat,Mereka tidak berminat untuk melakukan umrah,Mereka tidak percaya kepada Rasulullah
062604801,"Apa yang dimaksudkan dengan pernyataan ""mereka mengucapkan dengan lidah mereka apa yang tidak ada dalam hati mereka""?",Mereka berbicara dengan tidak jujur tentang niat mereka,Mereka mengatakan sesuatu yang tidak mereka fahami,Mereka berbicara dengan dusta kepada Rasulullah,Mereka memberikan alasan palsu kepada Rasulullah
072604801,Apa yang menjadi keinginan golongan munafik ketika Rasulullah dan para mukmin pergi ke Mekah untuk mengerjakan Umrah?,Mereka berharap agar Rasulullah dan para mukmin tidak kembali dari perjalanan tersebut,Mereka ingin ikut serta dalam perjalanan Umrah,Mereka ingin membantu Rasulullah dan para mukmin dalam perjalanan,Mereka merencanakan untuk menyambut kedatangan Rasulullah dan para mukmin dengan gembira
082604801,Apa yang Allah nyatakan sebagai penyebab kemunafikan golongan munafik dalam hati mereka?,Sangkaan buruk dan keinginan untuk menjaga kepentingan diri sendiri,Pertolongan Allah kepada Rasulullah dan para mukmin,Kekayaan dan harta rampasan perang,Ketidakpuasan terhadap keputusan Allah dan Rasulullah
092604801,"Apa yang dimaksudkan dengan ""ghazwah"" (serangan) ke Khaibar?",Serangan untuk mengambil harta rampasan perang,Serangan untuk memperluas wilayah Islam,Serangan untuk menyebar agama Islam,Serangan untuk membinasakan musuh Islam
102604801,Apa reaksi orang-orang munafik terhadap larangan mereka menyertai serangan ke Khaibar?,Mereka akan tuduh Nabi Muhammad dan para sahabat ada hasad dengki,Mereka akan patuh dan menerima larangan itu,Mereka akan merasa bersyukur atas keadilan itu,Mereka akan bersedia untuk bergabung dalam serangan tersebut
012604901,Mengapa mereka yang merendahkan suara di sisi Rasulullah diberi pahala yang besar?,Kerana mereka telah diuji hati mereka oleh Allah untuk bertakwa,Kerana mereka tidak faham agama Islam,Kerana mereka adalah sahabat Rasulullah,Kerana mereka adalah pemimpin masyarakat
022604901,Apa yang Allah katakan tentang mereka yang memanggil Rasulullah dari luar bilik baginda dengan keras?,Mereka tidak faham agama Islam,Mereka adalah orang yang bijak,Mereka tidak memerlukan petunjuk,Mereka harus bersabar
032604901,Apa yang Allah katakan akan lebih baik bagi mereka yang bersabar menunggu Rasulullah keluar menemui mereka?,Mereka akan mendapat kebaikan daripada Allah,Mereka akan diberi pahala yang besar,Mereka akan diampuni oleh Allah,Mereka akan menjadi pemimpin masyarakat
042604901,"Apa yang dimaksudkan dengan ""tabayyun"" dalam Ayat 6 Surah al-Hujurat?",Memastikan kebenaran sebelum menyebarkan berita,Menjaga kehormatan orang lain,Menegakkan keadilan,Semua jawapan adalah benar
052604901,Apa yang menjadi akibat jika seseorang menyebarkan berita tanpa memeriksanya dengan teliti?,Akan menimbulkan kekeliruan dalam masyarakat,Akan mendapat pujian dari masyarakat,Akan menimbulkan kemarahan dari orang yang terkena berita tersebut,Akan mendapat ganjaran dari Allah
062604901,Apakah hikmah di sebalik larangan menyebarkan berita tanpa penelitian yang teliti?,Untuk menghindari kerugian dan kesulitan yang mungkin timbul,Untuk menjaga reputasi orang lain,Agar kita tidak disalahkan atas penyebaran berita palsu,Untuk memenangkan pertarungan dengan orang fasik
072604901,Mengapa perlu damaikan antara mukmin yang berperang?,Semua jawapan adalah benar,Kerana mereka saudara seiman,Kerana itu adalah perintah Allah,Kerana itu dapat mendatangkan rahmat
